,0
576,487613
577,699646
578,512792
579,627738
580,584253
581,265763
582,939326
583,824924
584,590826
585,583254
586,707125
587,278251
588,222121
589,672008
590,747330
591,611504
592,305288
593,919838
594,644254
595,460484
596,149875
597,317355
598,380544
599,814758
600,465992
601,476978
602,646353
603,501373
604,669773
605,663400
606,177546
607,651670
608,264555
609,464033
610,662610
611,624296
612,262039
613,885503
614,344790
615,650423
616,176150
617,427550
618,546686
619,249401
620,470414
621,446633
622,405214
623,466917
624,49986
625,309934
626,237320
627,761312
628,273936
629,593559
630,699443
631,527663
632,939226
633,237020
634,277975
635,661293
636,784087
637,584188
638,390342
639,181523
640,346502
641,278075
642,560118
643,424292
644,642715
645,831023
646,818684
647,625363
648,405609
649,698377
650,234049
651,396971
652,458143
653,896108
654,722785
655,550959
656,940865
657,390343
658,279443
659,535667
660,459115
661,817637
662,107639
663,849574
664,886067
665,897758
666,367856
667,478458
668,519021
669,857785
670,369331
671,756003
672,811307
673,475919
674,205943
675,940917
676,131031
677,237976
678,600828
679,405369
680,221849
681,221960
682,728540
683,742561
684,518475
685,699656
686,445163
687,277272
688,291805
689,817272
690,102640
691,397001
692,127863
693,124639
694,830461
695,312992
696,235746
697,317613
698,460056
699,364105
700,140654
701,849534
702,370867
703,811578
704,922404
705,466319
706,646044
707,699289
708,108596
709,764270
710,938978
711,335430
712,480246
713,803443
714,363697
715,825725
716,254153
717,239532
718,674112
719,836180
720,895940
721,402214
722,642051
723,124017
724,466969
725,661322
726,511958
727,826203
728,826097
729,849548
730,457117
731,440552
732,755556
733,940928
734,240400
735,658968
736,241084
737,405321
738,480068
739,879447
740,364113
741,288123
742,405921
743,762150
744,485888
745,863697
746,570656
747,179170
748,922079
749,849665
750,278586
751,236076
752,411863
753,237316
754,746956
755,270888
756,279585
757,654534
758,749119
759,239732
760,341054
761,458749
762,124865
763,300937
764,898406
765,335588
766,575137
767,264871
768,124890
769,200291
770,672799
771,558841
772,885899
773,367122
774,364917
775,672883
776,848109
777,240116
778,240009
779,314623
780,401905
781,588818
782,584099
783,700832
784,817544
785,181707
786,344467
787,314284
788,939410
789,108362
790,522231
791,560053
792,943044
793,698065
794,501489
795,847613
796,181614
797,199882
798,397214
799,325745
800,863126
801,466224
802,764104
803,724346
804,570212
805,391242
806,840950
807,955912
808,603137
809,788671
810,439638
811,380733
812,245506
813,184018
814,687528
815,645558
816,851315
817,309141
818,707433
819,745956
820,718867
821,617307
822,746183
823,198633
824,239622
825,522216
826,429922
827,410877
828,702190
829,858203
830,350245
831,674391
832,466616
833,364240
834,645944
835,518372
836,926655
837,439787
838,119894
839,151501
840,662633
841,673916
842,723378
843,287355
844,755191
845,350423
846,127347
847,258050
848,287943
849,897585
850,466264
851,305173
852,661487
853,376644
854,518377
855,550564
856,676833
857,500392
858,755849
859,240513
860,416822
861,584478
862,227436
863,730856
864,557877
865,407640
866,260891
867,405976
868,440257
869,616571
870,289304
871,434129
872,364896
873,574369
874,795684
875,609809
876,289370
877,863312
878,161162
879,105936
880,764147
881,502444
882,287963
883,404449
884,312394
885,632054
886,109657
887,624893
888,325974
889,474988
890,465304
891,341743
892,403968
893,317015
894,275446
895,300364
896,755618
897,571836
898,310862
899,670889
900,438237
901,659511
902,237155
903,327006
904,661566
905,898179
906,926115
907,874663
908,236930
909,155393
910,598016
911,155643
912,97959
913,180107
914,354761
915,606898
916,199406
917,179167
918,198381
919,249385
920,243020
921,305321
922,175379
923,946025
924,236498
925,797883
926,811722
927,558059
928,325063
929,632917
930,414171
931,731066
932,738662
933,140781
934,824657
935,711266
936,652562
937,222064
938,467364
939,467001
940,863378
941,278812
942,397359
943,631992
944,305079
945,219972
946,811357
947,479952
948,184378
949,240537
950,863630
951,612727
952,457731
953,295544
954,855934
955,902532
956,279478
957,210104
958,801345
959,270999
960,133761
961,476055
962,180817
963,295710
964,220843
965,378480
966,379859
967,717518
968,277169
969,738651
970,243166
971,295369
972,943310
973,378682
974,621687
975,413018
976,457772
977,623366
978,900114
979,317624
980,395054
981,380190
982,570277
983,292598
984,453994
985,178438
986,150618
987,205328
988,277528
989,680163
990,502359
991,454155
992,309845
993,885757
994,723762
995,773320
996,279440
997,150833
998,200316
999,466970
1000,334020
1001,206284
1002,490729
1003,240197
1004,346537
1005,177966
1006,126843
1007,309646
1008,209651
1009,557126
1010,236537
1011,240552
1012,177638
1013,109224
1014,699605
1015,245538
1016,673629
1017,237096
1018,282752
1019,633249
1020,505377
1021,863508
1022,944076
1023,438637
1024,609952
1025,763802
1026,474470
1027,277670
1028,712319
1029,319521
1030,208603
1031,803362
1032,796238
1033,955908
1034,898635
1035,750651
1036,885921
1037,204818
1038,300632
1039,391223
1040,337998
1041,478698
1042,175052
1043,238473
1044,221662
1045,131856
1046,730897
1047,335368
1048,222053
1049,447233
1050,386233
1051,691115
1052,282262
1053,383640
1054,185822
1055,755920
1056,720063
1057,318826
1058,467196
1059,888149
1060,940676
1061,731121
1062,673794
1063,878695
1064,897762
1065,944582
1066,677930
1067,178695
1068,702106
1069,325143
1070,658515
1071,431814
1072,389705
1073,654373
1074,342672
1075,390742
1076,510713
1077,609871
1078,182904
1079,379592
1080,700921
1081,312578
1082,633754
1083,474069
1084,104936
1085,404974
1086,482491
1087,466806
1088,953178
1089,237765
1090,177534
1091,742653
1092,894366
1093,405812
1094,237196
1095,150058
1096,288479
1097,654246
1098,390852
1099,297848
1100,405191
1101,267722
1102,617406
1103,405474
1104,901062
1105,167671
1106,181778
1107,699168
1108,279368
1109,730689
1110,103407
1111,465414
1112,555349
1113,107738
1114,243068
1115,537468
1116,779595
1117,699570
1118,221947
1119,944901
1120,199529
1121,824520
1122,107398
1123,380700
1124,687039
1125,236978
1126,649733
1127,754458
1128,122074
1129,821259
1130,574624
1131,300698
1132,616231
1133,908100
1134,313891
1135,467372
1136,459494
1137,132501
1138,177504
1139,128009
1140,762877
1141,176785
1142,725233
1143,356270
1144,472355
1145,333476
1146,459910
1147,431614
1148,268828
1149,700709
1150,219758
1151,123942
1152,479232
1153,811543
1154,313232
1155,396679
1156,289266
1157,849670
1158,505905
1159,124842
1160,222074
1161,125949
1162,840535
1163,99117
1164,378048
1165,811385
1166,364781
1167,235745
1168,867934
1169,178657
1170,240292
1171,221541
1172,908121
1173,717041
1174,261155
1175,157444
1176,783576
1177,126622
1178,126864
1179,124952
1180,536732
1181,133594
1182,427211
1183,147846
1184,898623
1185,500455
1186,424169
1187,177120
1188,724479
1189,212527
1190,309261
1191,179119
1192,604278
1193,379291
1194,410247
1195,587804
1196,118671
1197,157633
1198,219997
1199,197624
1200,378185
1201,467453
1202,132169
1203,500761
1204,793051
1205,646209
1206,898928
1207,763235
1208,512509
1209,450551
1210,268886
1211,364057
1212,240133
1213,627216
1214,431892
1215,450925
1216,278764
1217,125301
1218,221780
1219,699414
1220,120896
1221,314614
1222,899807
1223,902602
1224,293958
1225,235269
1226,208709
1227,370900
1228,598186
1229,755657
1230,212814
1231,751490
1232,345238
1233,908214
1234,763524
1235,642913
1236,755737
1237,862514
1238,503306
1239,378472
1240,404404
1241,256416
1242,955299
1243,179098
1244,674180
1245,636441
1246,221710
1247,566417
1248,179146
1249,362043
1250,763712
1251,769985
1252,323006
1253,698749
1254,561680
1255,738590
1256,155072
1257,613018
1258,670591
1259,674436
1260,234343
1261,945584
1262,234601
1263,99432
1264,467145
1265,939212
1266,943316
1267,364545
1268,424067
1269,674550
1270,251915
1271,704002
1272,943852
1273,912291
1274,114622
1275,254819
1276,278920
1277,123712
1278,699663
1279,715325
1280,151652
1281,239485
1282,701950
1283,107469
1284,857959
1285,174194
1286,764541
1287,814190
1288,673271
1289,634463
1290,179045
1291,372467
1292,590650
1293,251345
1294,379068
1295,167707
1296,115938
1297,439990
1298,308115
1299,178967
1300,107823
1301,456991
1302,476812
1303,479028
1304,661114
1305,315497
1306,151823
1307,237266
1308,129074
1309,831042
1310,102351
1311,651736
1312,249458
1313,503393
1314,151840
1315,527334
1316,431286
1317,511309
1318,930653
1319,637421
1320,361875
1321,222085
1322,241839
1323,688698
1324,179852
1325,517701
1326,389956
1327,738698
1328,812962
1329,865590
1330,241871
1331,173197
1332,297762
1333,478619
1334,199874
1335,380282
1336,499383
1337,940131
1338,168480
1339,335176
1340,626972
1341,265392
1342,427178
1343,702188
1344,703356
1345,126598
1346,518235
1347,178849
1348,699393
1349,748611
1350,482109
1351,395049
1352,133958
1353,432584
1354,182206
1355,108409
1356,116805
1357,238181
1358,464331
1359,671392
1360,467333
1361,221896
1362,325478
1363,106286
1364,666238
1365,467365
1366,378036
1367,413181
1368,849500
1369,148185
1370,178934
1371,126062
1372,290933
1373,658208
1374,632727
1375,249537
1376,671921
1377,405924
1378,405196
1379,181491
1380,764642
1381,220409
1382,559289
1383,769218
1384,184082
1385,768714
1386,322588
1387,181046
1388,357180
1389,841053
1390,900061
1391,313657
1392,397463
1393,179044
1394,450756
1395,830944
1396,473343
1397,892580
1398,668065
1399,221264
1400,252118
1401,811830
1402,178142
1403,240482
1404,609905
1405,397113
1406,273075
1407,703890
1408,179345
1409,130712
1410,266850
1411,730803
1412,360923
1413,650570
1414,178702
1415,199474
1416,745818
1417,466513
1418,466266
1419,278841
1420,172599
1421,750792
1422,749081
1423,849551
1424,130850
1425,240579
1426,852005
1427,817701
1428,544241
1429,741669
1430,478483
1431,257146
1432,466355
1433,113640
1434,183191
1435,335107
1436,221633
1437,239421
1438,185507
1439,115402
1440,386775
1441,260106
1442,746159
1443,661195
1444,782860
1445,107572
1446,107882
1447,139641
1448,892836
1449,857812
1450,609634
1451,259530
1452,301874
1453,240412
1454,361991
1455,270628
1456,200349
1457,289656
1458,666636
1459,893433
1460,930514
1461,556567
1462,379803
1463,334045
1464,181540
1465,823120
1466,764786
1467,930246
1468,279590
1469,379576
1470,237239
1471,724114
1472,363756
1473,646443
1474,405514
1475,950684
1476,486569
1477,221624
1478,405774
1479,646424
1480,467382
1481,460849
1482,434680
1483,178133
1484,140341
1485,215569
1486,755949
1487,628357
1488,224799
1489,903659
1490,467208
1491,699697
1492,560189
1493,141391
1494,532798
1495,813662
1496,120267
1497,264711
1498,385440
1499,107762
1500,537985
1501,126770
1502,574104
1503,583290
1504,178265
1505,276273
1506,148037
1507,278115
1508,316850
1509,500369
1510,699607
1511,763576
1512,177573
1513,939429
1514,426440
1515,372498
1516,723949
1517,879145
1518,179273
1519,714481
1520,852782
1521,763457
1522,108573
1523,118216
1524,617439
1525,183845
1526,711294
1527,179071
1528,699016
1529,278052
1530,858140
1531,151098
1532,178898
1533,754959
1534,354530
1535,144449
1536,702163
1537,174669
1538,228013
1539,278691
1540,667049
1541,221840
1542,178146
1543,653699
1544,179285
1545,673142
1546,348854
1547,575526
1548,126350
1549,221980
1550,452993
1551,98740
1552,463990
1553,633984
1554,205772
1555,898408
1556,865634
1557,364700
1558,368411
1559,106499
1560,940137
1561,768752
1562,701845
1563,126881
1564,435162
1565,898565
1566,539544
1567,755550
1568,755552
1569,326360
1570,203583
1571,266102
1572,232699
1573,107532
1574,162199
1575,108518
1576,938399
1577,769750
1578,277471
1579,576569
1580,208677
1581,701115
1582,157948
1583,179297
1584,702203
1585,632965
1586,479340
1587,780463
1588,174831
1589,124275
1590,664687
1591,107450
1592,811455
1593,759735
1594,267228
1595,243854
1596,699685
1597,484680
1598,124766
1599,248976
1600,738141
1601,161970
1602,379747
1603,895532
1604,405649
1605,153876
1606,199105
1607,163579
1608,236614
1609,179155
1610,850726
1611,720243
1612,260687
1613,108586
1614,458753
1615,917919
1616,144346
1617,462238
1618,467381
1619,292342
1620,391366
1621,939509
1622,627159
1623,222031
1624,148659
1625,405584
1626,102890
1627,945207
1628,465530
1629,380000
1630,584481
1631,699825
1632,774096
1633,662937
1634,814824
1635,293067
1636,262517
1637,391442
1638,464012
1639,900080
1640,272716
1641,476813
1642,160836
1643,461652
1644,744006
1645,939584
1646,674547
1647,98105
1648,228011
1649,108323
1650,649535
1651,927496
1652,535261
1653,126619
1654,742031
1655,107944
1656,254938
1657,380646
1658,646378
1659,279490
1660,219588
1661,396748
1662,369750
1663,258148
1664,752445
1665,432849
1666,748764
1667,887237
1668,150921
1669,124396
1670,898551
1671,400113
1672,720260
1673,787555
1674,270631
1675,699638
1676,240562
1677,268915
1678,192524
1679,343247
1680,266035
1681,198456
1682,360614
1683,774034
1684,804685
1685,110374
1686,672145
1687,134161
1688,815927
1689,558325
1690,742543
1691,179151
1692,653476
1693,360896
1694,453191
1695,323459
1696,632080
1697,667257
1698,345720
1699,464036
1700,130550
1701,588540
1702,778921
1703,587648
1704,674225
1705,856500
1706,570051
1707,896148
1708,181175
1709,461355
1710,179309
1711,405867
1712,933139
1713,551256
1714,157213
1715,650540
1716,568519
1717,673756
1718,608570
1719,433685
1720,111809
1721,570175
1722,949475
1723,900623
1724,661505
1725,347486
1726,512353
1727,420698
1728,673950
1729,427478
1730,935768
1731,893983
1732,420974
1733,525662
1734,362451
1735,663971
1736,755878
1737,705510
1738,236786
1739,518501
1740,364541
1741,92405
1742,653839
1743,463757
1744,654770
1745,226998
1746,405920
1747,363546
1748,465567
1749,490187
1750,699679
1751,764328
1752,751384
1753,955901
1754,439767
1755,645917
1756,674369
1757,921999
1758,467042
1759,699474
1760,764199
1761,129392
1762,625553
1763,574737
1764,940435
1765,817776
1766,356378
1767,278396
1768,278280
1769,724083
1770,367002
1771,933697
1772,939890
1773,305188
1774,279582
1775,315756
1776,898491
1777,716856
1778,590888
1779,151715
1780,837133
1781,945284
1782,367041
1783,742728
1784,639737
1785,404584
1786,625162
1787,559910
1788,941604
1789,369132
1790,646447
1791,698611
1792,550534
1793,747439
1794,831003
1795,424270
1796,933712
1797,948391
1798,824623
1799,654669
1800,503387
1801,814570
1802,818057
1803,301529
1804,879444
1805,391186
1806,861755
1807,640219
1808,375873
1809,862099
1810,177973
1811,932359
1812,340204
1813,575243
1814,581815
1815,482837
1816,642370
1817,942473
1818,626824
1819,617403
1820,864795
1821,718873
1822,664256
1823,590590
1824,946726
1825,955910
1826,467125
1827,382377
1828,345325
1829,762377
1830,646467
1831,416993
1832,518973
1833,593234
1834,178055
1835,461460
1836,279424
1837,387735
1838,632098
1839,569991
1840,404130
1841,643437
1842,849627
1843,341818
1844,584515
1845,745120
1846,436791
1847,849502
1848,691497
1849,677727
1850,315169
1851,742022
1852,526913
1853,808389
1854,898656
1855,927014
1856,922978
1857,699648
1858,439817
1859,478846
1860,846633
1861,673807
1862,179330
1863,793764
1864,789866
1865,955786
1866,466760
1867,103749
1868,335431
1869,641468
1870,251788
1871,369333
1872,319691
1873,391187
1874,699406
1875,898266
1876,132470
1877,288994
1878,316713
1879,661193
1880,699684
1881,317810
1882,431435
1883,129078
1884,516183
1885,660096
1886,343668
1887,437470
1888,354598
1889,660727
1890,817613
1891,138847
1892,736525
1893,942648
1894,917698
1895,310239
1896,397040
1897,220709
1898,932749
1899,659401
1900,462944
1901,900120
1902,605271
1903,953186
1904,108556
1905,952719
1906,313648
1907,929989
1908,539956
1909,646243
1910,649752
1911,510992
1912,534692
1913,377797
1914,466653
1915,150502
1916,482443
1917,831005
1918,134894
1919,651599
1920,856707
1921,221637
1922,526258
1923,609961
1924,827792
1925,780157
1926,661184
1927,402429
1928,918057
1929,135012
1930,278346
1931,739530
1932,748795
1933,632932
1934,220066
1935,584346
1936,617493
1937,893802
1938,817773
1939,817834
1940,45550
1941,849505
1942,650676
1943,129185
1944,584275
1945,84930
1946,817607
1947,719528
1948,502200
1949,119940
1950,511954
1951,346177
1952,446273
1953,463867
1954,464765
1955,517041
1956,750727
1957,666844
1958,577174
1959,405895
1960,701222
1961,817114
1962,475499
1963,374344
1964,933983
1965,278351
1966,646430
1967,587284
1968,808539
1969,310269
1970,467427
1971,192342
1972,93603
1973,390219
1974,937359
1975,367210
1976,723299
1977,459635
1978,46657
1979,480149
1980,936022
1981,593808
1982,460286
1983,380727
1984,898513
1985,362916
1986,805351
1987,938957
1988,588041
1989,939198
1990,808916
1991,894341
1992,523549
1993,177799
1994,336789
1995,885842
1996,42462
1997,650150
1998,179366
1999,584342
2000,368913
2001,379393
2002,849558
2003,646420
2004,278680
2005,698874
2006,894361
2007,750726
2008,501030
2009,533825
2010,755621
2011,700757
2012,342246
2013,569868
2014,892404
2015,466754
2016,458465
2017,310085
2018,834285
2019,940811
2020,628292
2021,364246
2022,467258
2023,830969
2024,616854
2025,396631
2026,784439
2027,652967
2028,475370
2029,369882
2030,953979
2031,199291
2032,718093
2033,830943
2034,849672
2035,438086
2036,362610
2037,699349
2038,911911
2039,639809
2040,627208
2041,699321
2042,862000
2043,539225
2044,156803
2045,364833
2046,143775
2047,849641
2048,575202
2049,238288
2050,803496
2051,367005
2052,589378
2053,817391
2054,654363
2055,334688
2056,569873
2057,466852
2058,892400
2059,762772
2060,308196
2061,899723
2062,746013
2063,507718
2064,442887
2065,857732
2066,850993
2067,940837
2068,569801
2069,466817
2070,914806
2071,475340
2072,397470
2073,602598
2074,861845
2075,699706
2076,699614
2077,479218
2078,380692
2079,716618
2080,584460
2081,439768
2082,938099
2083,501381
2084,396749
2085,905411
2086,648986
2087,955316
2088,811342
2089,617257
2090,585409
2091,628248
2092,550877
2093,849068
2094,517613
2095,251182
2096,314100
2097,738106
2098,439081
2099,475279
2100,562054
2101,699412
2102,698667
2103,478473
2104,653525
2105,898247
2106,257787
2107,896492
2108,135575
2109,699021
2110,622688
2111,875495
2112,642819
2113,108568
2114,755965
2115,108239
2116,673952
2117,769351
2118,830508
2119,458659
2120,672754
2121,699355
2122,900159
2123,609667
2124,388217
2125,817771
2126,126387
2127,652037
2128,830209
2129,863648
2130,646328
2131,900037
2132,380731
2133,531244
2134,238783
2135,670998
2136,319683
2137,830616
2138,420596
2139,251597
2140,707320
2141,712114
2142,236904
2143,814554
2144,650848
2145,124819
2146,898545
2147,952676
2148,543301
2149,699693
2150,432555
2151,567948
2152,857438
2153,747072
2154,764367
2155,701227
2156,946097
2157,707309
2158,673825
2159,222110
2160,719069
2161,467108
2162,463600
2163,395316
2164,466384
2165,265251
2166,861544
2167,817770
2168,747105
2169,279498
2170,348950
2171,701283
2172,830512
2173,482798
2174,754735
2175,742547
2176,501434
2177,652968
2178,178131
2179,949542
2180,755700
2181,673648
2182,919931
2183,269040
2184,466869
2185,598830
2186,918918
2187,674209
2188,814579
2189,314906
2190,706435
2191,436985
2192,956322
2193,779950
2194,467056
2195,955909
2196,922000
2197,442657
2198,531670
2199,811575
2200,177261
2201,560267
2202,468257
2203,763400
2204,277630
2205,398434
2206,879539
2207,898005
2208,248881
2209,324586
2210,301418
2211,646245
2212,948721
2213,308382
2214,105988
2215,836617
2216,592496
2217,235731
2218,364470
2219,787846
2220,572979
2221,242679
2222,830554
2223,920469
2224,899126
2225,531867
2226,129254
2227,651071
2228,590742
2229,412232
2230,479326
2231,920633
2232,277081
2233,328017
2234,568889
2235,695967
2236,952920
2237,364668
2238,704481
2239,699454
2240,501396
2241,467061
2242,725313
2243,643462
2244,440344
2245,107496
2246,674226
